Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Pass,Parental_Involvement_High,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_High,Access_to_Resources_Low,Access_to_Resources_Medium
15,87,63,0,0,1.0,0.0,0.0,1.0,0.0,0.0
14,63,81,0,0,0.0,0.0,1.0,0.0,0.0,1.0
22,79,97,2,0,1.0,0.0,0.0,0.0,0.0,1.0
19,81,85,1,0,0.0,0.0,1.0,0.0,0.0,1.0
20,95,99,1,1,0.0,0.0,1.0,0.0,0.0,1.0
25,77,71,0,0,0.0,1.0,0.0,0.0,0.0,1.0
19,87,74,1,0,0.0,0.0,1.0,0.0,0.0,1.0
14,97,54,3,0,0.0,0.0,1.0,0.0,0.0,1.0
25,91,86,0,1,0.0,0.0,1.0,0.0,1.0,0.0
13,78,54,2,0,0.0,0.0,1.0,0.0,1.0,0.0
28,69,82,0,0,0.0,0.0,1.0,0.0,0.0,1.0
28,66,98,0,0,0.0,0.0,1.0,0.0,1.0,0.0
29,76,96,2,1,0.0,0.0,1.0,0.0,0.0,1.0
20,61,54,2,0,1.0,0.0,0.0,1.0,0.0,0.0
14,68,85,2,0,0.0,1.0,0.0,0.0,0.0,1.0
7,96,68,2,0,1.0,0.0,0.0,0.0,0.0,1.0
16,95,63,0,0,1.0,0.0,0.0,1.0,0.0,0.0
27,99,58,2,1,0.0,1.0,0.0,0.0,1.0,0.0
20,98,69,2,1,1.0,0.0,0.0,0.0,0.0,1.0
20,86,60,1,0,0.0,0.0,1.0,0.0,0.0,1.0
14,98,82,1,0,0.0,0.0,1.0,0.0,0.0,1.0
25,76,96,3,0,0.0,0.0,1.0,0.0,1.0,0.0
19,64,99,1,0,0.0,1.0,0.0,0.0,0.0,1.0
10,67,65,3,0,0.0,0.0,1.0,0.0,0.0,1.0
20,87,99,3,0,0.0,0.0,1.0,0.0,0.0,1.0
12,65,57,1,0,0.0,0.0,1.0,0.0,0.0,1.0
19,66,81,1,0,0.0,0.0,1.0,1.0,0.0,0.0
26,66,98,2,0,0.0,1.0,0.0,0.0,0.0,1.0
6,76,63,5,0,0.0,0.0,1.0,0.0,0.0,1.0
16,65,77,1,0,0.0,0.0,1.0,0.0,0.0,1.0
26,87,81,1,1,0.0,0.0,1.0,0.0,0.0,1.0
13,88,59,0,0,1.0,0.0,0.0,0.0,0.0,1.0
20,72,56,4,0,0.0,0.0,1.0,0.0,0.0,1.0
23,80,54,0,0,0.0,1.0,0.0,0.0,1.0,0.0
28,91,78,1,1,1.0,0.0,0.0,0.0,0.0,1.0
21,81,73,3,0,1.0,0.0,0.0,0.0,0.0,1.0
14,69,92,3,0,0.0,0.0,1.0,0.0,0.0,1.0
13,66,51,3,0,1.0,0.0,0.0,0.0,0.0,1.0
19,88,59,2,0,0.0,0.0,1.0,0.0,1.0,0.0
19,69,75,2,0,0.0,0.0,1.0,0.0,1.0,0.0
26,73,77,0,0,0.0,0.0,1.0,1.0,0.0,0.0
22,66,95,1,0,0.0,0.0,1.0,1.0,0.0,0.0
21,69,92,2,0,0.0,0.0,1.0,0.0,0.0,1.0
22,66,74,3,0,0.0,0.0,1.0,0.0,1.0,0.0
32,84,68,1,1,0.0,0.0,1.0,1.0,0.0,0.0
16,80,62,0,0,1.0,0.0,0.0,1.0,0.0,0.0
17,87,53,3,0,0.0,0.0,1.0,0.0,0.0,1.0
14,71,85,2,0,0.0,0.0,1.0,0.0,0.0,1.0
10,98,65,1,0,0.0,1.0,0.0,0.0,0.0,1.0
26,98,73,1,1,0.0,0.0,1.0,0.0,1.0,0.0
26,77,69,1,0,0.0,0.0,1.0,0.0,1.0,0.0
18,91,96,2,1,0.0,1.0,0.0,1.0,0.0,0.0
21,78,60,1,0,0.0,0.0,1.0,1.0,0.0,0.0
19,88,95,1,1,1.0,0.0,0.0,0.0,0.0,1.0
22,67,71,2,0,1.0,0.0,0.0,0.0,0.0,1.0
25,70,71,0,0,0.0,0.0,1.0,0.0,0.0,1.0
18,63,55,2,0,1.0,0.0,0.0,1.0,0.0,0.0
24,71,91,3,0,0.0,1.0,0.0,1.0,0.0,0.0
18,68,91,1,0,0.0,1.0,0.0,0.0,0.0,1.0
13,69,94,3,0,1.0,0.0,0.0,0.0,1.0,0.0
22,75,66,2,1,0.0,0.0,1.0,0.0,1.0,0.0
30,98,50,0,1,0.0,1.0,0.0,0.0,1.0,0.0
11,97,76,2,0,0.0,0.0,1.0,0.0,0.0,1.0
21,86,72,0,0,1.0,0.0,0.0,0.0,0.0,1.0
4,100,71,2,0,1.0,0.0,0.0,0.0,1.0,0.0
28,80,64,1,1,1.0,0.0,0.0,1.0,0.0,0.0
11,72,94,1,0,0.0,1.0,0.0,0.0,0.0,1.0
30,98,96,1,1,0.0,0.0,1.0,1.0,0.0,0.0
17,71,57,3,0,0.0,0.0,1.0,0.0,1.0,0.0
26,91,71,0,0,0.0,0.0,1.0,0.0,1.0,0.0
29,93,84,0,1,0.0,0.0,1.0,0.0,0.0,1.0
29,82,95,2,1,1.0,0.0,0.0,1.0,0.0,0.0
27,80,94,3,0,0.0,1.0,0.0,0.0,1.0,0.0
17,73,58,4,0,0.0,0.0,1.0,0.0,1.0,0.0
28,62,64,1,0,0.0,0.0,1.0,0.0,0.0,1.0
18,90,54,1,1,1.0,0.0,0.0,1.0,0.0,0.0
27,87,91,4,1,1.0,0.0,0.0,0.0,1.0,0.0
18,90,71,0,0,1.0,0.0,0.0,1.0,0.0,0.0
14,97,73,2,0,0.0,1.0,0.0,0.0,0.0,1.0
15,88,85,4,0,0.0,0.0,1.0,0.0,0.0,1.0
14,95,88,2,0,1.0,0.0,0.0,0.0,0.0,1.0
29,80,85,0,0,0.0,0.0,1.0,0.0,1.0,0.0
21,94,90,1,1,0.0,0.0,1.0,0.0,1.0,0.0
18,66,59,0,0,0.0,0.0,1.0,1.0,0.0,0.0
17,92,65,3,1,0.0,1.0,0.0,0.0,0.0,1.0
14,77,99,2,0,0.0,1.0,0.0,0.0,1.0,0.0
16,78,99,0,0,0.0,0.0,1.0,1.0,0.0,0.0
23,88,52,0,0,0.0,0.0,1.0,0.0,1.0,0.0
14,86,57,3,0,1.0,0.0,0.0,0.0,0.0,1.0
12,97,69,0,0,0.0,0.0,1.0,0.0,1.0,0.0
22,88,62,1,0,0.0,1.0,0.0,0.0,0.0,1.0
18,79,55,1,0,0.0,0.0,1.0,0.0,0.0,1.0
16,65,97,2,0,1.0,0.0,0.0,0.0,1.0,0.0
25,76,79,2,0,0.0,0.0,1.0,0.0,0.0,1.0
12,88,86,3,0,0.0,0.0,1.0,0.0,0.0,1.0
18,79,77,1,0,0.0,0.0,1.0,0.0,0.0,1.0
20,67,76,0,0,0.0,1.0,0.0,0.0,0.0,1.0
15,80,90,4,0,1.0,0.0,0.0,0.0,0.0,1.0
25,92,79,3,1,0.0,0.0,1.0,0.0,0.0,1.0
13,77,63,0,0,0.0,0.0,1.0,1.0,0.0,0.0
26,71,99,1,0,0.0,0.0,1.0,0.0,1.0,0.0
20,95,93,0,0,1.0,0.0,0.0,0.0,1.0,0.0
13,75,51,3,0,1.0,0.0,0.0,1.0,0.0,0.0
12,72,90,0,0,0.0,0.0,1.0,0.0,1.0,0.0
20,64,86,0,0,0.0,1.0,0.0,0.0,0.0,1.0
20,98,50,1,0,0.0,0.0,1.0,0.0,1.0,0.0
16,72,66,0,0,0.0,0.0,1.0,0.0,0.0,1.0
32,68,84,0,1,1.0,0.0,0.0,1.0,0.0,0.0
11,83,63,3,0,0.0,1.0,0.0,0.0,0.0,1.0
26,81,71,0,0,0.0,0.0,1.0,0.0,0.0,1.0
20,84,62,1,0,0.0,0.0,1.0,0.0,0.0,1.0
12,99,80,0,1,1.0,0.0,0.0,1.0,0.0,0.0
30,85,96,1,1,0.0,0.0,1.0,0.0,0.0,1.0
26,91,72,4,1,0.0,1.0,0.0,0.0,0.0,1.0
17,80,81,1,0,0.0,0.0,1.0,0.0,0.0,1.0
19,76,70,1,0,0.0,1.0,0.0,1.0,0.0,0.0
30,78,97,1,1,0.0,0.0,1.0,1.0,0.0,0.0
10,94,59,0,0,0.0,1.0,0.0,0.0,0.0,1.0
11,94,92,0,0,0.0,1.0,0.0,1.0,0.0,0.0
25,96,72,0,0,0.0,1.0,0.0,0.0,0.0,1.0
22,65,63,2,0,0.0,1.0,0.0,0.0,0.0,1.0
20,89,67,2,0,0.0,0.0,1.0,1.0,0.0,0.0
25,69,78,0,0,0.0,1.0,0.0,1.0,0.0,0.0
25,91,72,1,0,0.0,1.0,0.0,0.0,0.0,1.0
16,69,55,1,0,0.0,0.0,1.0,1.0,0.0,0.0
16,68,64,2,0,0.0,0.0,1.0,0.0,1.0,0.0
17,68,78,4,0,0.0,0.0,1.0,0.0,1.0,0.0
23,66,63,0,0,1.0,0.0,0.0,0.0,1.0,0.0
14,94,51,0,0,0.0,0.0,1.0,0.0,0.0,1.0
20,70,82,2,0,1.0,0.0,0.0,0.0,1.0,0.0
9,91,59,0,0,0.0,0.0,1.0,0.0,0.0,1.0
19,75,65,0,0,0.0,0.0,1.0,0.0,0.0,1.0
18,93,76,3,1,0.0,0.0,1.0,1.0,0.0,0.0
21,60,99,0,0,0.0,1.0,0.0,1.0,0.0,0.0
16,94,98,0,0,1.0,0.0,0.0,0.0,0.0,1.0
15,78,57,2,0,0.0,0.0,1.0,1.0,0.0,0.0
17,97,96,0,1,0.0,0.0,1.0,1.0,0.0,0.0
30,86,87,0,1,1.0,0.0,0.0,1.0,0.0,0.0
15,76,81,2,0,0.0,0.0,1.0,1.0,0.0,0.0
26,92,54,2,1,0.0,0.0,1.0,1.0,0.0,0.0
29,68,53,1,0,0.0,0.0,1.0,1.0,0.0,0.0
19,98,87,1,1,0.0,0.0,1.0,1.0,0.0,0.0
14,77,81,3,0,0.0,0.0,1.0,0.0,0.0,1.0
20,80,84,1,0,0.0,0.0,1.0,0.0,0.0,1.0
20,74,89,1,0,0.0,0.0,1.0,1.0,0.0,0.0
5,70,55,3,0,1.0,0.0,0.0,1.0,0.0,0.0
18,82,85,3,1,1.0,0.0,0.0,0.0,0.0,1.0
16,80,55,0,0,1.0,0.0,0.0,0.0,0.0,1.0
16,89,58,2,0,1.0,0.0,0.0,0.0,0.0,1.0
23,87,79,2,1,0.0,0.0,1.0,0.0,0.0,1.0
16,85,91,0,0,0.0,0.0,1.0,1.0,0.0,0.0
17,64,73,1,0,0.0,0.0,1.0,0.0,1.0,0.0
24,93,62,1,1,0.0,0.0,1.0,1.0,0.0,0.0
16,79,89,0,0,0.0,0.0,1.0,0.0,0.0,1.0
24,62,70,2,0,0.0,1.0,0.0,1.0,0.0,0.0
32,97,82,1,1,0.0,0.0,1.0,1.0,0.0,0.0
30,72,82,1,1,1.0,0.0,0.0,0.0,0.0,1.0
11,62,68,2,0,0.0,0.0,1.0,1.0,0.0,0.0
27,95,66,3,1,0.0,0.0,1.0,0.0,0.0,1.0
30,80,67,3,0,0.0,1.0,0.0,1.0,0.0,0.0
15,61,52,1,0,1.0,0.0,0.0,0.0,1.0,0.0
20,95,62,1,0,1.0,0.0,0.0,0.0,1.0,0.0
22,98,100,0,1,0.0,0.0,1.0,0.0,0.0,1.0
17,68,66,1,0,0.0,0.0,1.0,1.0,0.0,0.0
25,98,90,1,1,0.0,0.0,1.0,0.0,0.0,1.0
14,98,83,3,1,1.0,0.0,0.0,1.0,0.0,0.0
22,63,80,2,0,0.0,0.0,1.0,0.0,1.0,0.0
27,78,55,3,0,0.0,0.0,1.0,0.0,0.0,1.0
13,85,61,3,0,1.0,0.0,0.0,1.0,0.0,0.0
19,100,89,2,1,0.0,1.0,0.0,1.0,0.0,0.0
17,92,99,1,0,0.0,0.0,1.0,0.0,0.0,1.0
17,71,53,0,0,0.0,0.0,1.0,0.0,0.0,1.0
29,77,91,2,1,0.0,0.0,1.0,0.0,1.0,0.0
27,94,77,0,1,0.0,0.0,1.0,0.0,1.0,0.0
35,77,89,5,1,1.0,0.0,0.0,1.0,0.0,0.0
23,66,93,1,0,0.0,0.0,1.0,1.0,0.0,0.0
28,85,81,2,1,0.0,0.0,1.0,0.0,0.0,1.0
21,69,85,2,0,0.0,0.0,1.0,0.0,1.0,0.0
32,81,59,2,1,1.0,0.0,0.0,0.0,0.0,1.0
20,63,53,1,0,0.0,1.0,0.0,0.0,1.0,0.0
24,90,97,1,1,0.0,0.0,1.0,0.0,0.0,1.0
3,60,78,1,0,0.0,0.0,1.0,0.0,1.0,0.0
26,95,74,3,1,0.0,0.0,1.0,1.0,0.0,0.0
19,91,99,0,1,0.0,0.0,1.0,0.0,0.0,1.0
9,73,96,0,0,0.0,0.0,1.0,0.0,0.0,1.0
30,98,76,1,1,0.0,0.0,1.0,1.0,0.0,0.0
22,83,86,3,0,0.0,0.0,1.0,0.0,1.0,0.0
21,99,57,2,1,0.0,0.0,1.0,0.0,1.0,0.0
16,74,90,1,0,1.0,0.0,0.0,1.0,0.0,0.0
20,75,82,0,0,0.0,0.0,1.0,0.0,0.0,1.0
23,82,69,0,0,0.0,0.0,1.0,0.0,0.0,1.0
23,91,77,1,1,0.0,1.0,0.0,0.0,0.0,1.0
16,95,88,2,1,0.0,0.0,1.0,0.0,1.0,0.0
23,76,98,0,0,0.0,0.0,1.0,1.0,0.0,0.0
15,88,67,1,0,0.0,1.0,0.0,0.0,0.0,1.0
17,68,100,1,0,0.0,1.0,0.0,0.0,0.0,1.0
22,86,60,0,1,1.0,0.0,0.0,0.0,0.0,1.0
21,71,57,2,0,1.0,0.0,0.0,0.0,0.0,1.0
24,93,78,1,1,0.0,1.0,0.0,1.0,0.0,0.0
21,76,96,1,0,0.0,1.0,0.0,0.0,0.0,1.0
27,73,99,1,0,0.0,0.0,1.0,0.0,0.0,1.0
24,73,50,1,0,0.0,0.0,1.0,0.0,0.0,1.0
23,63,94,2,0,0.0,0.0,1.0,0.0,0.0,1.0
15,80,90,4,0,0.0,1.0,0.0,1.0,0.0,0.0
21,65,98,2,0,0.0,0.0,1.0,0.0,1.0,0.0
17,86,74,1,1,1.0,0.0,0.0,1.0,0.0,0.0
26,82,74,2,0,0.0,1.0,0.0,0.0,1.0,0.0
20,84,96,1,0,0.0,1.0,0.0,0.0,0.0,1.0
19,79,60,1,0,0.0,0.0,1.0,0.0,0.0,1.0
19,94,75,1,0,0.0,1.0,0.0,0.0,0.0,1.0
21,95,55,2,1,1.0,0.0,0.0,0.0,0.0,1.0
21,85,77,2,0,0.0,0.0,1.0,0.0,1.0,0.0
28,69,93,0,0,0.0,1.0,0.0,1.0,0.0,0.0
20,75,67,1,0,0.0,1.0,0.0,1.0,0.0,0.0
15,64,76,2,0,0.0,0.0,1.0,0.0,0.0,1.0
18,71,84,2,0,0.0,0.0,1.0,0.0,0.0,1.0
26,73,72,1,0,0.0,1.0,0.0,1.0,0.0,0.0
20,97,94,1,1,1.0,0.0,0.0,0.0,0.0,1.0
28,81,55,2,0,0.0,0.0,1.0,0.0,0.0,1.0
25,63,58,1,0,0.0,1.0,0.0,0.0,0.0,1.0
23,72,89,0,0,1.0,0.0,0.0,1.0,0.0,0.0
24,88,87,1,1,1.0,0.0,0.0,0.0,0.0,1.0
23,66,53,2,0,1.0,0.0,0.0,0.0,1.0,0.0
17,94,85,1,0,0.0,1.0,0.0,0.0,0.0,1.0
24,91,66,2,0,0.0,1.0,0.0,0.0,1.0,0.0
20,95,69,0,1,0.0,0.0,1.0,1.0,0.0,0.0
7,62,90,1,0,0.0,1.0,0.0,1.0,0.0,0.0
16,84,93,0,0,0.0,0.0,1.0,1.0,0.0,0.0
21,85,52,3,0,0.0,0.0,1.0,0.0,1.0,0.0
30,66,53,2,0,0.0,0.0,1.0,1.0,0.0,0.0
18,94,77,1,1,0.0,0.0,1.0,1.0,0.0,0.0
19,81,56,1,0,0.0,0.0,1.0,0.0,1.0,0.0
21,82,58,0,0,0.0,1.0,0.0,1.0,0.0,0.0
12,96,62,2,0,0.0,1.0,0.0,1.0,0.0,0.0
32,83,68,3,1,1.0,0.0,0.0,0.0,0.0,1.0
8,73,54,2,0,0.0,0.0,1.0,1.0,0.0,0.0
9,72,91,1,0,0.0,0.0,1.0,1.0,0.0,0.0
19,80,94,0,0,0.0,0.0,1.0,0.0,0.0,1.0
20,69,76,1,0,1.0,0.0,0.0,0.0,0.0,1.0
27,96,84,1,1,1.0,0.0,0.0,0.0,1.0,0.0
15,64,89,0,0,1.0,0.0,0.0,0.0,1.0,0.0
15,95,67,3,0,0.0,1.0,0.0,0.0,1.0,0.0
15,100,94,2,1,1.0,0.0,0.0,1.0,0.0,0.0
10,82,82,2,0,1.0,0.0,0.0,0.0,0.0,1.0
23,93,94,2,1,0.0,0.0,1.0,0.0,1.0,0.0
17,97,77,0,0,0.0,0.0,1.0,1.0,0.0,0.0
26,77,63,1,0,0.0,1.0,0.0,0.0,0.0,1.0
21,72,57,1,0,0.0,0.0,1.0,0.0,0.0,1.0
12,90,75,2,0,1.0,0.0,0.0,1.0,0.0,0.0
38,90,60,2,1,1.0,0.0,0.0,0.0,0.0,1.0
15,77,58,1,0,0.0,0.0,1.0,0.0,0.0,1.0
34,99,53,0,1,0.0,0.0,1.0,0.0,0.0,1.0
14,94,62,2,0,0.0,0.0,1.0,0.0,0.0,1.0
20,83,77,0,0,1.0,0.0,0.0,0.0,1.0,0.0
23,64,69,4,0,0.0,1.0,0.0,0.0,0.0,1.0
14,68,71,1,0,0.0,0.0,1.0,1.0,0.0,0.0
24,72,76,1,0,0.0,0.0,1.0,1.0,0.0,0.0
19,67,55,1,0,0.0,0.0,1.0,0.0,0.0,1.0
17,95,70,1,0,1.0,0.0,0.0,0.0,0.0,1.0
16,83,63,0,0,1.0,0.0,0.0,0.0,0.0,1.0
17,64,67,3,0,0.0,0.0,1.0,1.0,0.0,0.0
24,86,59,1,1,1.0,0.0,0.0,1.0,0.0,0.0
12,72,72,2,0,0.0,0.0,1.0,0.0,1.0,0.0
20,66,83,1,0,0.0,0.0,1.0,1.0,0.0,0.0
25,91,76,1,1,1.0,0.0,0.0,0.0,1.0,0.0
21,95,57,1,0,0.0,0.0,1.0,1.0,0.0,0.0
22,94,80,0,1,0.0,0.0,1.0,1.0,0.0,0.0
10,98,80,3,0,0.0,0.0,1.0,1.0,0.0,0.0
19,67,50,0,0,0.0,0.0,1.0,0.0,1.0,0.0
17,60,66,0,0,0.0,0.0,1.0,0.0,1.0,0.0
24,80,82,1,0,1.0,0.0,0.0,0.0,1.0,0.0
21,98,95,3,1,0.0,0.0,1.0,0.0,0.0,1.0
22,96,99,4,1,0.0,1.0,0.0,1.0,0.0,0.0
18,79,74,3,0,1.0,0.0,0.0,1.0,0.0,0.0
18,100,76,1,0,1.0,0.0,0.0,0.0,1.0,0.0
26,92,84,0,1,1.0,0.0,0.0,1.0,0.0,0.0
22,83,96,2,1,1.0,0.0,0.0,1.0,0.0,0.0
12,75,75,1,0,0.0,0.0,1.0,0.0,0.0,1.0
25,84,64,2,0,0.0,0.0,1.0,0.0,1.0,0.0
19,79,100,1,0,0.0,0.0,1.0,1.0,0.0,0.0
15,77,94,0,0,0.0,0.0,1.0,0.0,0.0,1.0
20,98,89,1,1,0.0,0.0,1.0,1.0,0.0,0.0
19,69,90,0,0,0.0,1.0,0.0,0.0,1.0,0.0
24,96,96,2,1,0.0,0.0,1.0,0.0,0.0,1.0
22,75,52,0,0,1.0,0.0,0.0,0.0,0.0,1.0
26,80,73,1,0,1.0,0.0,0.0,0.0,1.0,0.0
19,88,68,1,0,0.0,1.0,0.0,0.0,0.0,1.0
22,80,92,0,1,0.0,0.0,1.0,1.0,0.0,0.0
15,95,56,3,0,0.0,0.0,1.0,0.0,0.0,1.0
15,89,58,2,0,1.0,0.0,0.0,0.0,1.0,0.0
39,90,92,2,1,1.0,0.0,0.0,1.0,0.0,0.0
16,64,70,5,0,0.0,0.0,1.0,1.0,0.0,0.0
19,92,67,2,0,0.0,0.0,1.0,1.0,0.0,0.0
27,90,53,1,1,1.0,0.0,0.0,0.0,0.0,1.0
20,81,87,1,0,0.0,0.0,1.0,0.0,0.0,1.0
27,100,67,1,1,1.0,0.0,0.0,0.0,0.0,1.0
15,96,84,3,1,0.0,0.0,1.0,1.0,0.0,0.0
31,84,71,4,1,0.0,0.0,1.0,1.0,0.0,0.0
21,93,83,1,0,0.0,0.0,1.0,0.0,1.0,0.0
29,93,82,5,1,0.0,0.0,1.0,1.0,0.0,0.0
9,96,75,1,0,0.0,0.0,1.0,0.0,1.0,0.0
19,92,55,1,0,0.0,1.0,0.0,0.0,0.0,1.0
20,82,94,3,0,0.0,0.0,1.0,0.0,0.0,1.0
28,80,65,2,0,0.0,1.0,0.0,0.0,0.0,1.0
26,83,83,2,1,1.0,0.0,0.0,0.0,1.0,0.0
24,71,55,2,0,0.0,0.0,1.0,1.0,0.0,0.0
33,67,86,4,1,1.0,0.0,0.0,0.0,0.0,1.0
19,83,56,1,0,0.0,0.0,1.0,1.0,0.0,0.0
32,86,77,2,1,0.0,0.0,1.0,0.0,0.0,1.0
14,97,75,1,1,0.0,0.0,1.0,0.0,0.0,1.0
27,87,77,1,1,0.0,0.0,1.0,0.0,0.0,1.0
17,87,84,0,0,1.0,0.0,0.0,0.0,1.0,0.0
20,94,96,2,1,0.0,1.0,0.0,0.0,0.0,1.0
6,92,77,1,0,0.0,0.0,1.0,0.0,0.0,1.0
13,93,75,1,0,0.0,0.0,1.0,1.0,0.0,0.0
20,89,74,1,0,0.0,1.0,0.0,0.0,1.0,0.0
12,83,85,2,0,1.0,0.0,0.0,0.0,0.0,1.0
23,81,78,4,1,1.0,0.0,0.0,0.0,0.0,1.0
19,97,64,2,1,1.0,0.0,0.0,0.0,1.0,0.0
9,65,67,1,0,0.0,0.0,1.0,1.0,0.0,0.0
23,68,91,5,0,0.0,1.0,0.0,0.0,1.0,0.0
21,71,78,2,0,1.0,0.0,0.0,0.0,0.0,1.0
16,88,51,0,0,0.0,0.0,1.0,1.0,0.0,0.0
15,71,78,0,0,1.0,0.0,0.0,0.0,1.0,0.0
26,67,81,4,0,0.0,1.0,0.0,1.0,0.0,0.0
23,83,74,3,0,1.0,0.0,0.0,0.0,0.0,1.0
20,97,97,2,1,1.0,0.0,0.0,1.0,0.0,0.0
26,87,98,0,1,0.0,0.0,1.0,0.0,0.0,1.0
12,81,53,1,0,1.0,0.0,0.0,0.0,0.0,1.0
18,64,64,4,0,0.0,1.0,0.0,0.0,0.0,1.0
20,62,98,0,0,1.0,0.0,0.0,0.0,0.0,1.0
23,75,64,1,0,0.0,0.0,1.0,0.0,0.0,1.0
23,67,89,2,0,0.0,0.0,1.0,0.0,0.0,1.0
16,100,52,4,1,1.0,0.0,0.0,1.0,0.0,0.0
16,82,83,0,0,0.0,1.0,0.0,0.0,0.0,1.0
19,73,69,1,0,0.0,1.0,0.0,1.0,0.0,0.0
32,87,55,0,1,0.0,0.0,1.0,1.0,0.0,0.0
21,61,83,1,0,1.0,0.0,0.0,0.0,0.0,1.0
24,95,77,1,1,0.0,0.0,1.0,1.0,0.0,0.0
27,92,53,2,0,0.0,1.0,0.0,0.0,0.0,1.0
13,71,51,4,0,0.0,0.0,1.0,1.0,0.0,0.0
29,60,99,0,0,1.0,0.0,0.0,1.0,0.0,0.0
20,83,87,0,0,1.0,0.0,0.0,0.0,0.0,1.0
23,89,87,4,1,1.0,0.0,0.0,1.0,0.0,0.0
15,96,58,3,1,0.0,0.0,1.0,0.0,0.0,1.0
21,94,96,0,0,0.0,0.0,1.0,0.0,0.0,1.0
23,87,76,2,1,0.0,1.0,0.0,1.0,0.0,0.0
30,71,70,3,0,1.0,0.0,0.0,0.0,1.0,0.0
15,97,60,4,0,0.0,1.0,0.0,0.0,0.0,1.0
9,88,91,1,0,0.0,0.0,1.0,0.0,0.0,1.0
19,72,66,0,0,0.0,0.0,1.0,0.0,1.0,0.0
23,74,61,0,0,0.0,1.0,0.0,0.0,1.0,0.0
22,80,63,1,0,0.0,0.0,1.0,1.0,0.0,0.0
12,90,87,2,0,0.0,0.0,1.0,0.0,1.0,0.0
20,89,91,0,1,0.0,1.0,0.0,0.0,0.0,1.0
23,82,65,1,0,1.0,0.0,0.0,0.0,1.0,0.0
22,72,62,5,0,0.0,0.0,1.0,1.0,0.0,0.0
19,91,84,2,1,0.0,1.0,0.0,1.0,0.0,0.0
16,61,54,0,0,0.0,0.0,1.0,1.0,0.0,0.0
20,66,95,2,0,0.0,1.0,0.0,1.0,0.0,0.0
13,85,96,1,0,0.0,1.0,0.0,0.0,0.0,1.0
22,82,71,1,0,1.0,0.0,0.0,0.0,0.0,1.0
20,95,77,1,0,0.0,1.0,0.0,0.0,1.0,0.0
22,60,89,2,0,1.0,0.0,0.0,0.0,0.0,1.0
22,71,56,1,1,0.0,1.0,0.0,1.0,0.0,0.0
38,82,97,2,1,0.0,0.0,1.0,0.0,1.0,0.0
25,76,78,2,0,0.0,0.0,1.0,1.0,0.0,0.0
16,92,63,2,0,0.0,1.0,0.0,1.0,0.0,0.0
24,76,72,3,0,0.0,1.0,0.0,1.0,0.0,0.0
21,67,93,1,0,0.0,1.0,0.0,0.0,0.0,1.0
20,77,98,2,0,0.0,0.0,1.0,0.0,0.0,1.0
21,63,77,3,0,0.0,1.0,0.0,0.0,0.0,1.0
18,99,99,0,0,0.0,0.0,1.0,0.0,0.0,1.0
27,67,89,1,0,1.0,0.0,0.0,0.0,1.0,0.0
18,62,54,2,0,0.0,0.0,1.0,0.0,0.0,1.0
14,88,97,0,0,1.0,0.0,0.0,0.0,0.0,1.0
15,67,74,0,0,0.0,0.0,1.0,0.0,0.0,1.0
14,97,88,2,1,0.0,1.0,0.0,0.0,0.0,1.0
28,73,70,0,0,1.0,0.0,0.0,0.0,0.0,1.0
23,63,96,2,0,1.0,0.0,0.0,0.0,0.0,1.0
22,65,64,1,0,0.0,0.0,1.0,0.0,0.0,1.0
18,82,60,5,0,1.0,0.0,0.0,1.0,0.0,0.0
14,84,70,1,0,0.0,0.0,1.0,0.0,0.0,1.0
14,65,97,3,0,0.0,0.0,1.0,1.0,0.0,0.0
20,71,63,1,0,0.0,1.0,0.0,1.0,0.0,0.0
12,96,95,3,0,1.0,0.0,0.0,0.0,0.0,1.0
33,69,83,2,1,0.0,0.0,1.0,1.0,0.0,0.0
19,84,63,1,0,0.0,0.0,1.0,0.0,0.0,1.0
34,78,68,1,1,0.0,0.0,1.0,1.0,0.0,0.0
15,92,51,1,0,0.0,0.0,1.0,0.0,0.0,1.0
19,81,90,2,0,0.0,1.0,0.0,1.0,0.0,0.0
22,67,86,1,0,0.0,1.0,0.0,0.0,0.0,1.0
29,97,92,2,1,0.0,0.0,1.0,1.0,0.0,0.0
22,63,53,1,0,0.0,1.0,0.0,0.0,1.0,0.0
18,83,100,1,0,0.0,1.0,0.0,0.0,0.0,1.0
24,63,90,2,0,0.0,0.0,1.0,0.0,0.0,1.0
14,69,79,1,0,0.0,0.0,1.0,0.0,1.0,0.0
16,67,56,1,0,0.0,0.0,1.0,0.0,0.0,1.0
18,74,85,4,0,0.0,0.0,1.0,0.0,0.0,1.0
13,77,76,1,0,0.0,1.0,0.0,0.0,0.0,1.0
30,99,57,0,1,0.0,0.0,1.0,0.0,0.0,1.0
15,69,53,0,0,0.0,0.0,1.0,0.0,0.0,1.0
19,79,59,1,0,1.0,0.0,0.0,0.0,0.0,1.0
29,84,56,3,1,1.0,0.0,0.0,0.0,0.0,1.0
12,74,66,1,0,0.0,0.0,1.0,1.0,0.0,0.0
21,62,58,2,0,0.0,0.0,1.0,0.0,1.0,0.0
24,91,76,0,1,1.0,0.0,0.0,1.0,0.0,0.0
24,62,50,1,0,0.0,0.0,1.0,0.0,1.0,0.0
